Amount,Collateral,CustomerID,EndDate,InterestRate,LoanID,LoanType,PaymentFrequency,StartDate,Status
70933.84,senior,438252,2027-10-06,12.33,7417474660295,Personal,Monthly,2020-07-14,Defaulted
18487.91,tough,425645,2048-11-05,7.69,1776749627274,Mortgage,Annually,2020-06-27,Active
68089.11,let,418438,2044-01-16,6.14,2932282378157,Auto,Annually,2022-09-11,Closed
75958.49,dog,425926,2027-05-04,10.06,2912323256476,Auto,Annually,2020-02-23,Closed
54093.72,true,439863,2041-11-27,4.51,8989673034847,Auto,Annually,2023-10-05,Active
44280.85,modern,448775,2027-05-01,12.1,2001850522593,Mortgage,Quarterly,2021-06-07,Defaulted
69429.29,camera,400519,2051-11-14,3.25,9153542755129,Personal,Annually,2023-07-25,Defaulted
59451.76,land,441844,2042-11-02,8.45,8255878125008,Personal,Monthly,2021-08-21,Defaulted
70931.89,ball,414348,2042-08-08,13.37,9406478469860,Auto,Quarterly,2021-02-15,Defaulted
20645.48,finish,436370,2026-08-20,13.24,7984287132490,Personal,Quarterly,2022-06-07,Active
46059.85,ground,432238,2027-04-26,9.77,6032149868701,Personal,Monthly,2020-08-25,Closed
17017.48,its,420111,2049-06-01,3.85,5055861087765,Personal,Quarterly,2020-03-13,Active
58165.25,else,420875,2035-08-26,11.93,7784138570141,Mortgage,Annually,2024-01-12,Defaulted
65131.51,dark,416391,2040-05-27,4.27,2442433544126,Auto,Annually,2023-01-25,Defaulted
8687.26,leader,440531,2041-04-03,13.99,4638534871530,Auto,Annually,2020-08-06,Active
39479.42,house,428340,2045-07-07,13.39,6162547467801,Auto,Monthly,2020-11-07,Defaulted
96446.17,energy,415326,2043-03-27,10.18,5076900258167,Personal,Annually,2020-12-14,Active
12677.93,occur,411788,2053-05-09,11.52,9110284087006,Auto,Annually,2021-11-06,Closed
74820.7,skill,421131,2051-05-19,10.38,3257678682970,Personal,Monthly,2020-11-27,Closed
68496.95,glass,446564,2053-12-28,8.24,4375259116434,Personal,Quarterly,2020-03-21,Defaulted
45976.61,team,442681,2032-03-09,13.49,8266719086716,Auto,Annually,2021-11-14,Closed
25736.09,research,404632,2026-09-05,13.87,1470351250524,Personal,Quarterly,2022-01-01,Active
54926.85,spend,407429,2025-11-13,4.21,2562193573376,Personal,Annually,2021-03-21,Closed
69701.01,what,433407,2048-02-15,8.75,2345076683885,Auto,Annually,2022-08-23,Active
11047.72,allow,406204,2050-04-02,8.09,1920228985580,Auto,Annually,2021-01-11,Defaulted
23198.93,arm,414969,2027-09-22,6.19,2249848669037,Auto,Annually,2022-12-25,Active
42780.01,arrive,431133,2035-09-15,11.23,7487054353531,Auto,Annually,2021-07-31,Defaulted
72344.32,agency,430868,2025-10-03,13.47,4151480313539,Personal,Monthly,2023-06-23,Active
85131.6,ok,407755,2045-12-12,13.51,3493634239743,Auto,Annually,2021-12-30,Closed
62348.64,realize,443520,2031-09-29,2.79,3208074642111,Mortgage,Quarterly,2023-11-16,Closed
93685.06,price,440060,2040-07-29,5.62,3001642477171,Mortgage,Annually,2023-06-24,Closed
74028.07,level,431828,2028-12-31,10.23,8887148499749,Mortgage,Quarterly,2021-04-04,Defaulted
20308.89,fast,411885,2048-06-14,2.7,5917224890252,Personal,Monthly,2023-08-14,Defaulted
97098.14,try,414985,2029-05-16,3.11,8528437816855,Mortgage,Monthly,2022-12-08,Defaulted
62246.84,last,422060,2035-10-26,12.73,9561359593301,Auto,Annually,2023-01-24,Active
53011.64,data,412995,2035-10-08,2.82,9331813904617,Personal,Monthly,2021-01-19,Active
23163.07,admit,426681,2054-04-04,2.83,9687537607882,Mortgage,Annually,2023-10-22,Closed
53211.21,wonder,432330,2027-08-10,12.15,7433315788785,Auto,Annually,2023-11-27,Defaulted
19935.33,near,444477,2048-07-17,7.04,1026118275079,Personal,Quarterly,2023-12-15,Defaulted
83382.95,bar,441322,2041-12-01,8.64,2722818572340,Personal,Quarterly,2022-04-03,Defaulted
79066.49,watch,426110,2041-09-14,7.27,9992614546359,Personal,Annually,2021-11-11,Closed
90394.13,well,439269,2041-02-19,10.28,5084639696157,Auto,Monthly,2024-04-15,Defaulted
28375.63,front,411628,2036-11-12,13.23,1217972829110,Auto,Annually,2022-04-19,Closed
61161.6,before,439193,2025-09-14,3.22,1147467133218,Mortgage,Quarterly,2023-07-09,Active
73864.09,no,428101,2049-12-19,12.28,9660314926021,Personal,Annually,2020-11-10,Closed
14563.45,note,422022,2049-08-13,12.61,7316517168136,Auto,Annually,2022-06-07,Active
43930.47,board,426629,2031-04-06,11.86,2219089083348,Auto,Annually,2020-08-07,Closed
77063.15,page,414291,2035-02-11,7.5,5504866346733,Personal,Quarterly,2021-06-26,Defaulted
40620.15,from,427151,2044-08-04,6.57,5319554984644,Mortgage,Monthly,2022-04-08,Active
61008.12,many,427322,2031-01-09,6.26,3445748242236,Personal,Quarterly,2023-09-11,Closed
45895.2,special,406763,2031-08-26,7.86,1789305815848,Auto,Monthly,2024-07-21,Active
58981.16,option,418529,2054-05-06,7.42,9902746733749,Personal,Annually,2022-09-03,Closed
89143.53,out,431035,2054-05-13,12.53,1622722449333,Personal,Annually,2024-06-08,Defaulted
26249.36,image,409319,2042-04-22,3.76,2953170098632,Personal,Monthly,2023-06-09,Active
81665.72,up,421460,2053-08-25,5.66,2275919961814,Auto,Annually,2020-03-11,Active
32163.19,more,446178,2046-03-24,14.18,5348139818863,Auto,Annually,2023-09-07,Active
94210.74,oil,440025,2028-04-28,9.86,1343110585476,Personal,Quarterly,2022-09-20,Active
31949.87,reflect,442306,2054-04-19,7.67,7736944214785,Auto,Annually,2020-05-06,Defaulted
74979.61,hear,436615,2034-09-20,3.49,3127981625611,Auto,Quarterly,2020-06-19,Defaulted
46021.35,seat,446621,2032-03-28,4.46,9772323634496,Personal,Annually,2021-10-10,Active
46497.42,structure,406490,2027-11-30,3.56,4842393947518,Mortgage,Annually,2022-03-28,Active
24802.64,how,434791,2030-06-15,12.25,4384730262723,Mortgage,Annually,2024-06-02,Active
34334.64,theory,443280,2030-06-04,7.64,8737588855335,Personal,Monthly,2023-12-03,Closed
29187.23,world,444631,2053-07-03,13.79,7711918075350,Personal,Monthly,2023-04-29,Active
27561.91,clearly,439833,2044-12-12,4.74,3219408486092,Mortgage,Annually,2021-07-20,Active
25718.94,firm,435773,2052-05-07,7.71,1242111129928,Personal,Monthly,2022-01-25,Closed
11274.24,shake,414385,2034-08-07,12.97,2631849038979,Personal,Monthly,2024-05-11,Active
18640.71,over,401085,2051-03-17,5.84,6364450362894,Personal,Quarterly,2021-12-18,Defaulted
54242.26,memory,422470,2053-02-18,4.9,4831124820558,Personal,Monthly,2024-06-02,Active
35114.25,defense,402432,2038-01-27,14.22,4547200535927,Mortgage,Quarterly,2023-09-01,Closed
15174.78,piece,401446,2047-03-29,11.52,5670309266558,Personal,Annually,2022-07-13,Closed
88350.59,risk,425505,2053-10-13,6.64,8369096167225,Auto,Quarterly,2024-01-04,Defaulted
94353.93,wide,430204,2051-05-31,13.23,2599852054290,Mortgage,Quarterly,2021-12-16,Active
61596.86,receive,403355,2041-12-16,3.11,5785427756817,Personal,Annually,2020-09-02,Active
93433.02,white,426031,2034-04-08,4.12,9220558545372,Mortgage,Monthly,2021-09-21,Active
91808.03,check,442283,2038-04-21,9.1,1904071942482,Auto,Annually,2020-07-07,Closed
62342.32,travel,406737,2048-07-21,8.94,3793504971409,Personal,Annually,2020-11-26,Closed
97854.38,participant,422326,2045-10-01,6.98,1382739974386,Personal,Monthly,2023-04-21,Defaulted
35136.81,however,443654,2026-05-31,7.9,2105717205824,Personal,Annually,2023-04-06,Active
59604.44,black,400018,2037-12-08,7.27,9532873520261,Mortgage,Quarterly,2022-08-08,Active
87155.83,identify,445733,2037-06-22,14.17,6574210343406,Mortgage,Quarterly,2022-03-09,Defaulted
47929.76,other,437079,2044-04-20,12.37,4332095089175,Auto,Quarterly,2020-06-29,Defaulted
43841.68,rise,417335,2030-01-27,8.93,3613324581943,Personal,Annually,2023-06-22,Defaulted
33311.16,all,430232,2026-09-26,14.44,2948924670349,Personal,Quarterly,2022-03-05,Closed
80269.23,remember,409753,2048-08-01,14.76,9320065347209,Personal,Monthly,2023-05-11,Closed
59301.73,share,413437,2047-03-17,14.92,3618900840532,Mortgage,Quarterly,2020-04-13,Closed
13778.62,because,444923,2035-10-19,3.97,6210996303563,Mortgage,Annually,2022-03-28,Active
19498.43,Mrs,445205,2047-11-15,10.24,9366253815613,Personal,Annually,2022-09-05,Defaulted
44538.31,respond,429193,2030-03-08,9.35,1654082340104,Personal,Monthly,2022-05-17,Closed
75776.31,space,435419,2045-06-14,9.67,2040582835098,Auto,Annually,2023-08-13,Active
22003.15,budget,418361,2035-10-20,7.6,2934799467543,Auto,Monthly,2024-05-04,Active
44494.42,who,413219,2041-11-13,10.61,5216622232056,Personal,Annually,2020-08-24,Closed
61268.29,baby,413734,2038-02-07,13.5,5111529395459,Mortgage,Annually,2021-07-27,Active
70967.51,bit,416621,2034-12-08,7.38,2469645670592,Personal,Quarterly,2022-01-20,Defaulted
10878.11,into,408366,2025-08-31,6.21,2182918870569,Mortgage,Annually,2023-05-14,Closed
66328.03,us,400069,2054-03-23,8.05,9383048569087,Auto,Annually,2020-11-22,Closed
8190.33,available,447014,2027-09-25,10.04,4732398493406,Personal,Monthly,2024-05-03,Closed
71276.04,democratic,412282,2030-02-26,13.18,2760342509065,Personal,Monthly,2020-10-26,Defaulted
47085.9,eye,430104,2051-05-26,10.17,4498975531079,Mortgage,Annually,2023-08-15,Closed
20763.03,future,415007,2052-06-24,11.84,6896296662957,Auto,Monthly,2023-10-09,Closed
43458.17,war,409536,2029-09-25,14.14,1448575347120,Mortgage,Monthly,2021-04-13,Closed
36878.23,film,440825,2040-08-26,11.14,2976762592361,Personal,Annually,2023-08-12,Defaulted
93049.4,I,406011,2039-12-04,5.29,7271116259646,Personal,Annually,2022-05-16,Closed
89385.48,list,448859,2047-12-18,14.6,9818870300038,Auto,Quarterly,2021-06-05,Closed
50072.36,day,402762,2044-11-02,7.01,8497942254695,Personal,Quarterly,2024-02-19,Defaulted
48898.91,evidence,438641,2054-04-03,3.97,6276549837264,Mortgage,Annually,2024-02-09,Defaulted
55773.08,letter,438079,2052-11-04,12.37,4916166951223,Auto,Quarterly,2023-08-17,Closed
63497.19,news,446205,2047-10-31,5.76,1599697536769,Mortgage,Monthly,2020-03-09,Active
70524.09,ground,439694,2045-07-22,11.73,8473176231504,Mortgage,Monthly,2023-11-03,Closed
69598.21,significant,432414,2029-06-18,7.2,4158227694850,Auto,Monthly,2021-07-03,Active
53298.32,culture,419383,2040-10-01,2.64,9628862433307,Mortgage,Monthly,2020-02-15,Active
35921.18,trial,417719,2054-06-21,9.05,9398609091564,Mortgage,Quarterly,2023-04-05,Closed
21480.41,discover,401614,2041-07-02,13.32,1137804791156,Auto,Annually,2022-12-27,Active
30550.44,force,405654,2040-03-02,8.27,8102531985397,Mortgage,Annually,2023-11-04,Active
71802.92,mother,449248,2044-01-20,5.04,9939000587299,Personal,Monthly,2021-04-06,Defaulted
32823.74,their,407622,2042-02-06,11.42,1206328089887,Mortgage,Annually,2021-09-15,Closed
87235,new,441543,2050-06-12,7.75,9742942087111,Mortgage,Annually,2021-03-08,Closed
61281.47,force,409073,2054-03-26,7.23,4155609781649,Mortgage,Annually,2022-03-03,Active
16376.85,successful,412494,2053-10-14,13.06,5405736378891,Personal,Quarterly,2021-01-31,Closed
12497.08,none,426236,2030-03-15,5.17,9409973056459,Auto,Annually,2020-07-03,Active
58327.62,TV,414503,2027-03-31,4.41,7075740358869,Personal,Quarterly,2023-04-27,Active
54555.45,care,400983,2049-06-16,10.46,8003498330983,Mortgage,Annually,2022-05-14,Defaulted
12028.77,author,449279,2049-11-25,5.12,1269982117720,Mortgage,Quarterly,2022-04-21,Closed
97466.7,music,426283,2046-11-06,13.68,1188677404389,Auto,Quarterly,2020-04-22,Closed
90468.5,management,409915,2040-05-16,13.19,5958506243270,Mortgage,Annually,2021-01-12,Defaulted
38088.27,million,402924,2042-01-07,4.02,8974315419199,Personal,Monthly,2022-08-03,Defaulted
59706.57,after,413763,2041-09-04,6.79,1990634391530,Mortgage,Annually,2024-01-02,Closed
92905.7,law,447652,2051-09-29,14.93,4682240783662,Personal,Annually,2022-07-06,Active
42300.76,size,423406,2046-05-27,6.65,9582617647300,Mortgage,Monthly,2020-11-28,Defaulted
39087.74,least,439749,2049-08-27,4.52,8288988640647,Personal,Annually,2022-12-26,Defaulted
78643.14,late,430808,2050-05-10,5.42,8994521612405,Mortgage,Quarterly,2024-07-19,Closed
46458.44,field,419974,2031-01-30,8.5,8170713261221,Personal,Quarterly,2020-05-13,Active
28180.8,avoid,411237,2040-10-02,6.2,1935221602786,Personal,Monthly,2024-07-03,Active
82186.88,particularly,431733,2044-02-19,2.91,9683517170342,Personal,Monthly,2021-11-28,Active
66399.56,administration,402532,2042-11-13,6.86,7250478518657,Auto,Quarterly,2023-03-09,Defaulted
35543.49,anything,423319,2042-11-10,7.21,1018932533465,Mortgage,Monthly,2021-02-05,Active
25150.18,subject,407314,2047-07-25,10.03,5589282917622,Personal,Quarterly,2021-03-08,Active
7508.57,rich,424205,2036-02-26,6.59,8712580087798,Personal,Monthly,2021-09-22,Closed
11766.04,traditional,432811,2044-09-12,2.88,9301581835287,Mortgage,Monthly,2020-09-18,Closed
19175.65,road,420326,2041-09-25,13.34,4060942656288,Personal,Monthly,2022-11-28,Active
18464.66,statement,421936,2038-05-15,11.47,1180763076084,Auto,Quarterly,2021-11-01,Defaulted
96696.85,toward,435526,2051-04-13,11.98,2585860904469,Auto,Quarterly,2024-02-27,Defaulted
6639.01,you,410684,2049-08-24,5.33,2044502876914,Personal,Monthly,2024-02-11,Closed
24157.69,word,400732,2052-09-21,13.86,7282916440641,Auto,Monthly,2021-06-24,Defaulted
20539.27,year,418667,2027-10-31,9.25,9445488127614,Personal,Monthly,2022-01-31,Active
52331.68,cause,413187,2044-03-05,6.47,4170150078141,Personal,Quarterly,2024-07-01,Closed
72097.51,task,414081,2045-03-16,12.48,9570571723229,Auto,Monthly,2021-11-08,Active
63111.16,step,449368,2043-08-18,7.03,9073694614874,Personal,Monthly,2024-01-06,Active
85837.57,American,415713,2032-10-27,3.42,5202343367778,Personal,Monthly,2024-01-07,Defaulted
88980.01,view,448883,2040-10-31,9.01,1704412140256,Mortgage,Annually,2020-05-01,Closed
41821.3,left,427468,2035-04-12,10.52,5470049068527,Mortgage,Monthly,2024-02-08,Closed
73253.86,number,409262,2034-01-01,5.39,6612136114116,Mortgage,Annually,2024-03-30,Active
27891.67,if,421856,2045-04-03,6.3,1452396970466,Personal,Quarterly,2020-02-04,Defaulted
85546.97,thousand,442039,2043-11-05,8.58,7747529242165,Mortgage,Quarterly,2022-03-16,Defaulted
27531.39,fall,400528,2038-07-10,8.69,2455639300063,Auto,Monthly,2023-09-17,Closed
7226.72,today,405328,2036-08-30,7.69,6653132250473,Mortgage,Annually,2023-01-20,Closed
5207.14,record,443331,2049-06-29,9.19,5186618937984,Auto,Monthly,2024-02-23,Active
22481.15,relate,429951,2044-09-28,10.5,8725306669648,Personal,Annually,2022-11-28,Active
34609.58,science,414808,2044-07-19,12.39,8176291829731,Personal,Monthly,2020-07-18,Closed
88581.07,lead,436919,2049-12-30,14.3,3369114894262,Mortgage,Quarterly,2021-04-13,Active
12600.01,research,441187,2039-11-08,2.66,6871604377564,Mortgage,Monthly,2023-02-28,Defaulted
74931.82,various,434978,2051-10-19,13.77,3464117941442,Auto,Annually,2023-03-16,Defaulted
26406.77,article,442711,2037-04-10,11.9,5278157601937,Personal,Annually,2020-10-31,Closed
30458.6,growth,413451,2041-03-04,11.03,7415919620397,Auto,Monthly,2024-02-29,Active
24456.06,watch,417895,2028-02-22,8.9,9524712839346,Personal,Monthly,2023-09-20,Active
18586.3,people,437564,2044-07-14,14.19,6538325060982,Personal,Quarterly,2021-08-24,Defaulted
30903.87,foot,440430,2032-04-25,7.84,8841224657976,Personal,Annually,2023-05-22,Active
69932.69,she,447106,2026-11-09,5.4,9086683230797,Auto,Monthly,2022-02-27,Active
67568.38,treatment,423038,2042-08-08,11.49,7007334059586,Personal,Monthly,2021-06-07,Closed
44349.06,actually,434712,2048-05-11,5.03,1201033944303,Mortgage,Annually,2021-02-28,Active
84934.72,still,416351,2050-09-11,6.72,9196701204905,Auto,Monthly,2021-12-14,Active
31358.41,director,413024,2050-11-16,13.44,7026100785597,Personal,Monthly,2023-10-10,Active
7299.08,peace,413251,2046-01-13,3.79,8009039212803,Mortgage,Monthly,2022-12-16,Closed
23053.29,economy,419367,2033-06-24,6.58,7732270693640,Auto,Quarterly,2024-04-10,Active
47945.49,south,421723,2042-04-12,4.55,2675616156357,Personal,Quarterly,2023-04-19,Active
7786.39,move,423468,2038-06-14,2.9,8476040921792,Mortgage,Quarterly,2022-07-23,Closed
44612.47,require,401980,2035-06-25,4.99,3762320491551,Personal,Annually,2024-02-09,Defaulted
20035.91,concern,445700,2049-05-13,3.36,4018585692609,Mortgage,Annually,2020-01-28,Closed
12082.99,open,435967,2032-08-23,7.65,5094389370146,Mortgage,Monthly,2021-11-18,Active
48938.59,defense,408464,2031-06-03,3.11,3011733223472,Personal,Annually,2023-01-02,Defaulted
98505.8,sound,440036,2048-04-13,10.83,7316019057518,Personal,Quarterly,2022-04-14,Closed
28576.01,sea,446166,2047-09-04,4.49,1397647011080,Personal,Monthly,2023-10-29,Closed
28462.66,right,433288,2031-08-14,12.45,2699164133925,Personal,Annually,2024-03-28,Defaulted
24694.72,behavior,419600,2048-12-25,5.42,4272090277317,Personal,Monthly,2022-06-12,Defaulted
17466.58,must,422387,2040-07-11,7.89,2593054577616,Mortgage,Annually,2021-04-27,Active
37089.87,yard,430849,2030-07-04,12.99,5109057119647,Personal,Quarterly,2021-08-29,Defaulted
72830.93,common,431321,2042-02-07,9.66,5517447268267,Auto,Quarterly,2023-06-26,Closed
66383.41,rule,426469,2033-08-02,4.58,9326019166199,Auto,Annually,2024-01-19,Closed
41464.73,over,408031,2031-02-19,8.92,7002008392049,Personal,Monthly,2020-11-25,Defaulted
25766.47,happen,414112,2038-04-05,10.85,6114751828135,Auto,Monthly,2023-06-29,Active
6698.18,gas,423968,2045-08-06,5.09,6081809776303,Mortgage,Monthly,2023-09-23,Defaulted
89922.27,moment,427525,2053-11-06,12.81,5093909395402,Mortgage,Quarterly,2021-01-04,Defaulted
63869.95,population,429300,2027-10-18,4.02,5741674949701,Personal,Monthly,2020-08-22,Defaulted
44398.73,edge,431506,2044-04-08,9.17,4586088401116,Personal,Monthly,2020-09-14,Active
74317.79,house,444197,2049-03-04,11.26,7196710018506,Auto,Annually,2021-09-17,Closed
29044.43,memory,438604,2025-10-15,6.53,5169054528332,Personal,Annually,2024-01-09,Active
29584.2,various,429228,2031-08-21,14.02,1603520931885,Mortgage,Annually,2022-09-28,Active
39141.18,modern,444939,2027-03-25,4.96,2701884434074,Auto,Annually,2022-01-17,Defaulted
69662.76,with,409771,2048-06-27,14.64,8407115041110,Personal,Annually,2021-01-04,Closed
37383.3,whose,408157,2052-02-03,10.26,9982267251708,Personal,Quarterly,2020-07-28,Closed
32802.6,learn,447487,2048-04-28,9.11,2012246800711,Auto,Monthly,2023-04-08,Active
98350.16,party,448870,2040-03-19,12.27,8411344095958,Auto,Monthly,2020-05-19,Closed
50702.59,check,435067,2033-07-10,8.79,2647138539874,Auto,Quarterly,2020-07-27,Defaulted
31526.31,third,413768,2029-11-18,13.23,6585642264258,Mortgage,Monthly,2021-01-19,Defaulted
8846.09,will,404028,2040-07-03,12.62,6923941756991,Personal,Quarterly,2021-10-16,Defaulted
41956.18,investment,427263,2037-12-20,6.49,9229941595228,Mortgage,Monthly,2024-02-25,Defaulted
28659.28,practice,442580,2026-03-29,12.8,9472591062059,Personal,Quarterly,2022-03-10,Defaulted
11189.45,manager,412151,2034-04-12,8.96,5643513980859,Auto,Quarterly,2020-10-15,Defaulted
55617.79,possible,417105,2028-10-04,8.45,7301832854330,Auto,Annually,2024-01-25,Closed
93569.77,away,412075,2034-04-09,8.91,2502965769070,Auto,Monthly,2020-11-25,Active
94588.72,simply,433484,2048-04-17,10.13,9821029412543,Personal,Annually,2020-05-09,Active
86059.77,hear,423238,2030-04-11,5.37,3556826398830,Mortgage,Monthly,2020-07-27,Closed
80713.29,performance,406762,2041-09-28,7.05,5421625578105,Auto,Annually,2022-11-09,Closed
5536.81,heavy,424602,2041-11-12,6.59,9259240057058,Mortgage,Annually,2024-06-12,Active
64181.76,answer,435372,2039-04-14,10.3,4608949278457,Auto,Quarterly,2020-08-26,Active
99900.92,impact,437073,2037-09-01,3.88,2236485275266,Mortgage,Annually,2022-03-07,Closed
13644.31,social,421192,2032-06-04,9.05,1651693960721,Mortgage,Annually,2021-08-17,Closed
67782.5,even,417037,2047-09-16,9.16,2915555862380,Auto,Quarterly,2023-09-09,Closed
35062.85,result,411361,2036-01-01,9.34,4264707273178,Mortgage,Quarterly,2020-08-12,Active
19640.21,among,429278,2039-03-11,11.1,1811985762741,Mortgage,Annually,2022-09-07,Active
55637.28,upon,438162,2029-03-12,14.66,7925275047153,Personal,Annually,2020-06-28,Active
96199.19,become,435403,2031-12-16,8.85,6674692611346,Mortgage,Annually,2023-06-05,Closed
63649.67,husband,447367,2031-10-15,9.25,2142048862361,Mortgage,Quarterly,2020-09-07,Defaulted
34166.55,behavior,400871,2041-02-05,13.33,3690769022790,Mortgage,Monthly,2024-06-05,Closed
22649.44,wear,440886,2043-02-17,9.37,2276591476985,Personal,Quarterly,2020-09-03,Active
85225.37,low,445968,2035-02-24,3.1,1640135562861,Mortgage,Monthly,2020-10-17,Defaulted
76946.54,feel,431384,2050-10-16,14.17,6093283619579,Mortgage,Monthly,2020-10-04,Closed
84458.42,mouth,437878,2045-07-30,4.06,1121757935950,Auto,Quarterly,2024-06-11,Active
6083.93,finally,408992,2053-04-19,2.98,5748675502287,Auto,Quarterly,2020-11-29,Closed
52025.96,project,414487,2037-09-05,8.62,4295009045298,Mortgage,Quarterly,2023-10-24,Active
57784.2,line,411205,2039-06-26,11.74,1156367351481,Personal,Annually,2023-08-15,Defaulted
89155.78,senior,428838,2042-04-11,12.41,2856344075068,Mortgage,Quarterly,2021-04-12,Active
25460.94,number,419437,2039-11-09,2.78,1425937607016,Personal,Quarterly,2023-02-12,Closed
33482.29,card,438842,2046-10-16,5.37,3674796827889,Mortgage,Monthly,2021-11-08,Active
84992.18,arm,429076,2039-01-15,13.82,9671612903744,Mortgage,Quarterly,2022-01-05,Closed
98016.69,never,431535,2031-08-09,12.68,7730158179501,Personal,Monthly,2020-03-20,Defaulted
61594.34,wide,417585,2035-04-28,4,9064765172594,Personal,Annually,2021-11-23,Closed
10515.85,call,435182,2037-08-20,6.79,9363413209149,Auto,Quarterly,2023-12-18,Defaulted
56437.65,although,443562,2035-02-17,3.73,6424407693075,Personal,Monthly,2021-10-17,Defaulted
48594.78,identify,420392,2048-06-03,8.95,2092932195378,Personal,Quarterly,2021-09-01,Closed
99614.91,wrong,413752,2053-12-01,10.83,7435780190072,Auto,Quarterly,2021-10-15,Active
17651.81,movie,402561,2051-03-11,13.16,4887080553019,Mortgage,Quarterly,2020-04-24,Defaulted
63360.19,theory,439674,2032-10-16,6.2,8891131383450,Mortgage,Quarterly,2023-01-05,Closed
34911.53,pay,406429,2047-08-08,5.79,3443510463560,Personal,Annually,2021-04-14,Closed
50727.43,test,417328,2046-06-19,8.47,6363313858557,Auto,Monthly,2020-11-11,Closed
50882.75,evening,447654,2051-03-06,14.46,7498592593550,Auto,Monthly,2022-05-06,Active
79995.75,leave,443390,2036-09-10,2.9,8248336621996,Mortgage,Quarterly,2024-02-11,Defaulted
56012.47,gun,407252,2044-08-31,10.54,2960756219832,Personal,Monthly,2023-07-25,Active
20570.17,cell,424611,2049-09-25,2.62,3001024095454,Auto,Monthly,2021-04-02,Active
39192.42,interesting,402273,2043-09-21,5.06,1970513843100,Mortgage,Quarterly,2023-01-06,Defaulted
5449.37,four,441665,2043-06-01,7.6,6594998706218,Mortgage,Quarterly,2022-04-03,Defaulted
82528.85,culture,404346,2040-11-30,9.04,3164946977195,Personal,Monthly,2023-10-16,Defaulted
95412.47,between,411575,2052-08-27,6.31,4918294447657,Mortgage,Quarterly,2024-05-14,Closed
43322.67,strong,406460,2031-04-18,10.48,2056327103784,Auto,Monthly,2024-01-21,Active
6731.95,sport,433839,2038-12-18,11.61,4447579518401,Mortgage,Annually,2021-04-25,Active
99190.41,teacher,433848,2036-11-23,10.98,5479185219164,Auto,Quarterly,2022-06-29,Active
86549.56,capital,421605,2044-06-12,8.7,5551880133343,Auto,Quarterly,2024-05-13,Closed
10046.35,usually,430021,2025-09-11,14.63,2445878438246,Personal,Annually,2022-04-13,Active
57670.79,person,444338,2044-08-02,9.63,1891672782185,Mortgage,Quarterly,2022-06-22,Active
76183.67,current,416165,2027-04-06,11.62,1442399020742,Personal,Monthly,2023-04-29,Defaulted
97960.95,like,437333,2042-07-16,3.01,8525812816216,Mortgage,Quarterly,2020-12-17,Closed
89428.71,hope,439160,2026-10-07,4.75,7904640814462,Mortgage,Monthly,2023-09-26,Active
51413.38,two,439500,2026-10-13,4.35,8350290981290,Auto,Quarterly,2022-07-15,Closed
14605.74,state,406904,2048-10-08,14.53,1823012406763,Mortgage,Annually,2020-05-15,Active
48277.88,president,428583,2033-07-15,3.6,6113689976133,Auto,Monthly,2020-07-12,Active
68914.27,month,417656,2035-05-17,5.85,8071928535710,Personal,Annually,2023-03-25,Active
12639.52,medical,432797,2037-03-26,13.66,4744045240912,Mortgage,Annually,2023-05-07,Active
15450.36,Congress,438251,2044-06-27,9.17,4013664197700,Mortgage,Annually,2023-08-02,Active
7492.75,practice,441661,2040-02-15,5.08,1697060055656,Personal,Monthly,2023-08-31,Defaulted
77045.07,sport,431648,2036-03-18,12.14,6879019174569,Mortgage,Monthly,2024-03-18,Closed
61842.69,even,410050,2044-10-26,8.84,5789503382948,Auto,Annually,2023-09-08,Closed
84380.29,remember,431980,2047-08-01,3.42,3276229153555,Mortgage,Annually,2023-07-13,Active
18973.17,data,403861,2049-02-14,8.21,1363190101740,Mortgage,Annually,2023-05-24,Closed
11039.93,radio,439328,2031-01-26,12.89,2570701740471,Mortgage,Monthly,2021-08-07,Active
91637.88,road,414143,2051-12-09,14.15,1563365203123,Auto,Annually,2021-10-21,Defaulted
38974.02,ask,440118,2043-08-12,11.62,4527048927802,Auto,Quarterly,2023-02-22,Closed
67013.82,throw,449520,2050-10-04,10.68,2555800095818,Mortgage,Quarterly,2020-12-11,Active
34433.75,trade,436986,2026-07-03,10.8,5956168153644,Personal,Annually,2021-03-31,Active
84762.67,realize,421918,2051-02-18,13.73,9904847977137,Mortgage,Monthly,2024-05-31,Closed
67279.43,table,400589,2049-12-27,13.82,6108001129132,Mortgage,Annually,2020-05-05,Closed
90665.62,light,419920,2033-08-14,3.83,4305064955384,Auto,Annually,2023-04-20,Defaulted
71839.49,across,420552,2038-02-20,2.57,6639675914046,Personal,Monthly,2023-12-13,Closed
45235.9,focus,420554,2040-09-16,14.71,6817964079924,Personal,Annually,2024-04-03,Closed
12828.37,help,402901,2053-02-14,6.69,3825099788533,Mortgage,Quarterly,2020-02-17,Defaulted
17424.75,contain,446400,2048-03-28,6.66,1058907853209,Mortgage,Monthly,2024-01-12,Defaulted
29150.84,plant,411633,2032-01-24,4.68,4365191144623,Personal,Annually,2021-05-25,Active
94567.6,threat,427244,2034-07-07,6.74,7330895833316,Mortgage,Quarterly,2022-06-04,Active
34184.48,fall,440899,2039-06-15,3.06,6318934402343,Personal,Quarterly,2023-09-25,Closed
